nstxu_204202/N2/egn02w.1705E+02,bad
nstxu_204202/N7/egn07w.1291E+02,bad
nstxu_204202/N5/egn05w.1124E+02,bad
nstxu_204202/N5/egn05w.1894E+02,bad
nstxu_204202/N6/egn06w.9707E+01,bad
nstxu_204202/N7/egn07w.2172E+02,bad
nstxu_204202/N1/egn01w.1226E+02,bad
nstxu_204202/N1/egn01w.3866E+02,bad
nstxu_204202/N10/egn10w.3318E+02,bad
nstxu_204202/N6/egn06w.1097E+02,bad
nstxu_204202/N4/egn04w.5638E+01,bad
nstxu_204202/N10/egn10w.3164E+02,bad
nstxu_204202/N10/egn10w.3122E+02,bad
nstxu_204202/N10/egn10w.2918E+02,bad
nstxu_204202/N2/egn02w.3054E+02,bad
nstxu_204202/N8/egn08w.1612E+02,bad
nstxu_204202/N7/egn07w.1301E+02,bad
nstxu_204202/N3/egn03w.2337E+02,bad
nstxu_204202/N4/egn04w.2939E+02,bad
nstxu_204202/N6/egn06w.2649E+02,bad
nstxu_204202/N10/egn10w.7180E+01,bad
nstxu_204202/N3/egn03w.2774E+02,bad
nstxu_204202/N9/egn09w.3315E+02,bad
nstxu_204202/N10/egn10w.1123E+02,bad
nstxu_204202/N4/egn04w.2111E+02,bad
nstxu_204202/N4/egn04w.2919E+02,bad
nstxu_204202/N10/egn10w.2984E+02,bad
nstxu_204202/N10/egn10w.9591E+01,bad
nstxu_204202/N3/egn03w.5199E+01,bad
nstxu_204202/N1/egn01w.2735E+02,bad
nstxu_204202/N7/egn07w.1316E+02,bad
nstxu_204202/N1/egn01w.4413E+02,bad
nstxu_204202/N6/egn06w.7722E+01,bad
nstxu_204202/N4/egn04w.3223E+02,bad
nstxu_204202/N10/egn10w.6022E+01,bad
nstxu_204202/N6/egn06w.6043E+01,bad
nstxu_204202/N3/egn03w.6740E+01,bad
nstxu_204202/N10/egn10w.3356E+02,bad
nstxu_204202/N10/egn10w.3184E+02,bad
nstxu_204202/N7/egn07w.5606E+01,bad
nstxu_204202/N10/egn10w.8050E+01,bad
nstxu_204202/N10/egn10w.1657E+02,bad
nstxu_204202/N7/egn07w.8196E+01,bad
nstxu_204202/N10/egn10w.3235E+02,bad
nstxu_204202/N1/egn01w.1139E+02,bad
nstxu_204202/N4/egn04w.3192E+02,bad
nstxu_204202/N10/egn10w.5558E+01,bad
nstxu_204202/N4/egn04w.2958E+02,bad
nstxu_204202/N5/egn05w.2907E+02,bad
nstxu_204202/N10/egn10w.1012E+02,bad
nstxu_204202/N1/egn01w.9537E+01,bad
nstxu_204202/N9/egn09w.3491E+02,bad
nstxu_204202/N7/egn07w.1322E+02,bad
nstxu_204202/N2/egn02w.1421E+02,bad
nstxu_204202/N8/egn08w.1573E+02,bad
nstxu_204202/N10/egn10w.5402E+01,bad
nstxu_204202/N7/egn07w.1277E+02,bad
nstxu_204202/N2/egn02w.2310E+02,bad
nstxu_204202/N6/egn06w.9214E+01,bad
nstxu_204202/N1/egn01w.9659E+01,bad
nstxu_204202/N1/egn01w.9409E+01,bad
nstxu_204202/N9/egn09w.3457E+02,bad
nstxu_204202/N3/egn03w.2603E+02,bad
nstxu_204202/N8/egn08w.6595E+01,bad
nstxu_204202/N5/egn05w.2841E+02,bad
nstxu_204202/N5/egn05w.7010E+01,bad
nstxu_204202/N5/egn05w.9219E+01,bad
nstxu_204202/N9/egn09w.5962E+01,bad
nstxu_204202/N1/egn01w.1468E+02,bad
nstxu_204202/N4/egn04w.1333E+02,bad
nstxu_204202/N4/egn04w.2648E+02,bad
nstxu_204202/N9/egn09w.3433E+02,bad
nstxu_204202/N1/egn01w.9473E+01,bad
nstxu_204202/N10/egn10w.1690E+02,bad
nstxu_204202/N10/egn10w.3007E+02,bad
nstxu_204202/N4/egn04w.3017E+02,bad
nstxu_204202/N6/egn06w.8580E+01,bad
nstxu_204202/N4/egn04w.3099E+02,bad
nstxu_204202/N3/egn03w.2907E+02,bad
nstxu_204202/N6/egn06w.3002E+02,bad
nstxu_204202/N10/egn10w.3143E+02,bad
nstxu_204202/N6/egn06w.9561E+01,bad
nstxu_204202/N4/egn04w.3256E+02,bad
nstxu_204202/N10/egn10w.7437E+01,bad
nstxu_204202/N5/egn05w.7666E+01,bad
nstxu_204202/N6/egn06w.3165E+02,bad
nstxu_204202/N10/egn10w.3100E+02,bad
nstxu_204202/N7/egn07w.1344E+02,bad
nstxu_204202/N6/egn06w.9938E+01,bad
nstxu_204202/N6/egn06w.1049E+02,bad
nstxu_204202/N4/egn04w.1233E+02,bad
nstxu_204202/N7/egn07w.3210E+02,bad
nstxu_204202/N10/egn10w.9186E+01,bad
nstxu_204202/N9/egn09w.1241E+02,bad
nstxu_204202/N9/egn09w.6922E+01,bad
nstxu_204202/N7/egn07w.5229E+01,bad
nstxu_204202/N10/egn10w.1334E+02,bad
nstxu_204202/N9/egn09w.9649E+01,bad
nstxu_204202/N8/egn08w.5135E+01,bad
nstxu_204202/N5/egn05w.5249E+01,bad
nstxu_204202/N4/egn04w.2856E+02,bad
nstxu_204202/N10/egn10w.1018E+02,bad
nstxu_204202/N7/egn07w.1340E+02,bad
nstxu_204202/N4/egn04w.2877E+02,bad
nstxu_204202/N10/egn10w.1245E+02,bad
nstxu_204202/N8/egn08w.6173E+01,bad
nstxu_204202/N5/egn05w.6250E+01,bad
nstxu_204202/N8/egn08w.1583E+02,bad
nstxu_204202/N7/egn07w.1311E+02,bad
nstxu_204202/N10/egn10w.9884E+01,bad
nstxu_204202/N6/egn06w.3117E+02,bad
nstxu_204202/N10/egn10w.6610E+01,bad
nstxu_204202/N7/egn07w.1306E+02,bad
nstxu_204202/N10/egn10w.3254E+02,bad
nstxu_204202/N5/egn05w.7891E+01,bad
nstxu_204202/N1/egn01w.9345E+01,bad
nstxu_204202/N7/egn07w.2109E+02,bad
nstxu_204202/N7/egn07w.1138E+02,bad
nstxu_204202/N9/egn09w.3069E+02,bad
nstxu_204202/N4/egn04w.3057E+02,bad
nstxu_204202/N5/egn05w.3335E+02,bad
nstxu_204202/N1/egn01w.9599E+01,bad
