path,shot,n,ntor,nr,nhar,omega,gamma_d,status,gap_region,signed_delta,fraction_below_upper2,p_rf_good,p_cnn_good,p_avg,final_label,tier,model_disagreement,near_threshold,large_score_gap,selected_final,rejection_reason,error_message
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N4/egn04w.2516E+02,nstxuG142301H47,4,4,201,44,5.015898346789831,-9.507815069652097e-06,scored,tae_like,0.7337772706690489,0.9842310944890358,0.69,0.0,0.345,good,flagged_rf_only_good,True,False,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N4/egn04w.2528E+02,nstxuG142301H47,4,4,201,44,5.028021295666026,-6.079055708134634e-05,scored,tae_like,0.622387732180729,0.998977430566079,0.73,0.0,0.365,good,flagged_rf_only_good,True,False,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2464E+02,nstxuG142301H47,5,5,201,54,4.9638397411005295,-2.648667839168869e-07,scored,tae_like,0.7176368504579865,0.9948663408165445,0.55,4.0159380440347244e-21,0.275,good,flagged_rf_only_good,True,True,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2472E+02,nstxuG142301H47,5,5,201,54,4.971749446378589,-5.437329580364794e-05,scored,tae_like,0.7230054188683456,0.9977078432300458,0.67,0.0,0.335,good,flagged_rf_only_good,True,False,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.2393E+02,nstxuG142301H47,6,6,201,64,4.891945603186885,-0.00015611139281593701,scored,tae_like,0.8630722942876023,0.9933365987970304,0.5966666666666667,0.0,0.29833333333333334,good,flagged_rf_only_good,True,True,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.2416E+02,nstxuG142301H47,6,6,201,64,4.915032053858909,-3.899111655617487e-05,scored,tae_like,0.8353900644504382,0.966628101848826,0.58,0.0,0.29,good,flagged_rf_only_good,True,True,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.2495E+02,nstxuG142301H47,6,6,201,64,4.994636823469279,-2.035806725238218e-05,scored,tae_like,0.7822083335801819,0.989505719769887,0.7333333333333333,0.0,0.36666666666666664,good,flagged_rf_only_good,True,False,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.2533E+02,nstxuG142301H47,6,6,201,64,5.03311454090883,-1.8965078655709918e-05,scored,tae_like,0.7210271921990469,0.9826697792720717,0.5866666666666667,0.0,0.29333333333333333,good,flagged_rf_only_good,True,True,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N7/egn07w.2133E+02,nstxuG142301H47,7,7,201,74,4.6179940046133385,-2.10861676376472e-06,scored,tae_like,0.972315430133819,0.9996712389592128,0.5566666666666666,3.115625020200241e-07,0.27833348911458433,good,flagged_rf_only_good,True,True,True,True,,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N7/egn07w.2383E+02,nstxuG142301H47,7,7,201,74,4.881880371554702,-0.00018249182100996,scored,tae_like,0.8652748552484375,0.9960237539297289,0.5666666666666667,0.0,0.2833333333333333,good,flagged_rf_only_good,True,True,True,True,,
